fold:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ACSF1,0.93,0.81,0.81,0.83,0.89,0.89,0.79,0.85,0.83,0.81,0.85,0.9,0.9,0.82,0.84,0.83,0.85,0.88,0.87,0.77,0.84,0.84,0.8,0.88,0.83,0.86,0.87,0.76,0.83,0.87
Adiac,0.7928388746803069,0.8056265984654731,0.7774936061381074,0.7723785166240409,0.80306905370844,0.7953964194373402,0.8081841432225064,0.7826086956521741,0.7902813299232737,0.7826086956521741,0.7851662404092071,0.7979539641943734,0.7544757033248082,0.8005115089514067,0.7979539641943734,0.8005115089514067,0.7902813299232737,0.7902813299232737,0.7877237851662404,0.7979539641943734,0.7877237851662404,0.80306905370844,0.8132992327365729,0.7928388746803069,0.7570332480818415,0.8107416879795396,0.7902813299232737,0.7902813299232737,0.8158567774936062,0.7902813299232737
ArrowHead,0.8514285714285714,0.8457142857142858,0.8857142857142857,0.8914285714285715,0.8914285714285715,0.84,0.8857142857142857,0.8742857142857143,0.8857142857142857,0.9085714285714286,0.7828571428571428,0.8857142857142857,0.7714285714285715,0.8857142857142857,0.92,0.8857142857142857,0.8057142857142857,0.8114285714285714,0.9085714285714286,0.8342857142857143,0.9314285714285714,0.9028571428571428,0.8057142857142857,0.8971428571428571,0.9028571428571428,0.9085714285714286,0.9142857142857144,0.8628571428571429,0.9028571428571428,0.8114285714285714
BME,1.0,1.0,0.9933333333333332,1.0,1.0,1.0,0.9933333333333332,1.0,1.0,1.0,0.9933333333333332,1.0,1.0,0.9933333333333332,0.9866666666666668,1.0,1.0,1.0,1.0,1.0,1.0,0.9933333333333332,0.9933333333333332,0.9933333333333332,0.9933333333333332,1.0,0.9933333333333332,0.9866666666666668,0.9866666666666668,0.9933333333333332
Beef,0.8333333333333334,0.7666666666666667,0.7666666666666667,0.6,0.9333333333333332,0.6333333333333333,0.8666666666666667,0.7666666666666667,0.8666666666666667,0.8,0.7333333333333333,0.8,0.8666666666666667,0.6666666666666666,0.8,0.7666666666666667,0.7,0.7333333333333333,0.6,0.9,0.7333333333333333,0.7666666666666667,0.7,0.6666666666666666,0.7333333333333333,0.6333333333333333,0.8666666666666667,0.7666666666666667,0.6333333333333333,0.7
BeetleFly,0.95,0.9,0.8,0.95,0.9,0.9,1.0,0.85,0.85,0.9,0.9,0.95,0.8,0.8,0.75,0.9,0.85,0.85,0.95,0.85,0.85,1.0,0.85,0.95,0.85,0.95,0.85,0.8,0.8,1.0
BirdChicken,0.9,0.9,0.8,0.95,0.95,0.9,0.9,0.8,0.85,0.9,0.85,0.95,0.95,0.85,0.85,0.95,0.9,0.9,0.85,1.0,0.85,0.95,1.0,0.95,0.85,0.9,0.95,0.9,0.85,0.9
CBF,0.9988888888888888,1.0,0.9622222222222222,0.9988888888888888,1.0,0.9844444444444445,0.9988888888888888,1.0,0.9977777777777778,1.0,0.9955555555555556,0.9988888888888888,1.0,1.0,0.9988888888888888,1.0,0.9977777777777778,0.9922222222222222,0.9911111111111112,0.9966666666666668,0.9711111111111111,1.0,0.9988888888888888,1.0,0.9977777777777778,1.0,1.0,0.9988888888888888,0.9955555555555556,0.9988888888888888
Car,0.9166666666666666,0.75,0.9333333333333332,0.9333333333333332,0.8666666666666667,0.8166666666666667,0.8,0.9333333333333332,0.7166666666666667,0.9166666666666666,0.9333333333333332,0.95,0.9,0.9333333333333332,0.9166666666666666,0.7,0.9166666666666666,0.85,0.8833333333333333,0.85,0.7,0.8166666666666667,0.9,0.8833333333333333,0.8166666666666667,0.8833333333333333,0.7333333333333333,0.9333333333333332,0.9166666666666666,0.8833333333333333
Chinatown,0.8221574344023324,0.8192419825072886,0.9825072886297376,0.967930029154519,0.6209912536443148,0.8396501457725948,0.9183673469387756,0.5743440233236151,0.8746355685131195,0.6734693877551021,0.7521865889212828,0.9650145772594751,0.9008746355685132,0.9096209912536444,0.8717201166180758,0.8104956268221575,0.9037900874635568,0.9650145772594751,0.9708454810495628,0.9562682215743442,0.8717201166180758,0.8454810495626822,0.8979591836734694,0.7288629737609329,0.7638483965014577,0.7055393586005831,0.8396501457725948,0.7172011661807579,0.6880466472303207,0.793002915451895
