fold:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
ACSF1,0.93,0.81,0.83,0.9,0.87,0.88,0.82,0.85,0.81,0.82,0.87,0.92,0.85,0.82,0.87,0.85,0.83,0.91,0.87,0.82,0.87,0.83,0.82,0.86,0.83,0.9,0.82,0.8,0.79,0.92
Adiac,0.8184143222506394,0.8184143222506394,0.7723785166240409,0.7902813299232737,0.8286445012787724,0.80306905370844,0.8005115089514067,0.80306905370844,0.7928388746803069,0.8184143222506394,0.80306905370844,0.8056265984654731,0.7468030690537084,0.7953964194373402,0.7928388746803069,0.8184143222506394,0.8081841432225064,0.8056265984654731,0.7953964194373402,0.8184143222506394,0.8158567774936062,0.8107416879795396,0.8235294117647058,0.8132992327365729,0.7851662404092071,0.8260869565217391,0.8056265984654731,0.8005115089514067,0.8388746803069054,0.8132992327365729
ArrowHead,0.8571428571428571,0.8857142857142857,0.8857142857142857,0.9028571428571428,0.9142857142857144,0.8685714285714285,0.88,0.8857142857142857,0.9085714285714286,0.92,0.8571428571428571,0.9028571428571428,0.7885714285714286,0.9142857142857144,0.9085714285714286,0.8914285714285715,0.8628571428571429,0.9142857142857144,0.9085714285714286,0.88,0.9485714285714286,0.8857142857142857,0.8571428571428571,0.9028571428571428,0.9085714285714286,0.8914285714285715,0.96,0.8685714285714285,0.9085714285714286,0.8857142857142857
BME,1.0,1.0,1.0,1.0,1.0,1.0,0.9933333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9933333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Beef,0.8,0.8,0.8,0.6,0.9,0.6333333333333333,0.8666666666666667,0.7,0.8666666666666667,0.8,0.8,0.8666666666666667,0.8666666666666667,0.6333333333333333,0.8666666666666667,0.7,0.7,0.7,0.6,0.8333333333333334,0.7666666666666667,0.8333333333333334,0.6666666666666666,0.6333333333333333,0.7333333333333333,0.5666666666666667,0.8333333333333334,0.8,0.6333333333333333,0.7
BeetleFly,0.9,0.95,0.85,0.9,0.9,0.9,1.0,0.9,0.8,1.0,0.85,0.95,0.8,0.8,0.75,0.9,0.75,0.85,0.95,0.9,0.85,0.9,0.85,0.95,0.8,0.8,0.9,0.8,0.85,0.95
BirdChicken,0.9,0.9,0.8,0.95,0.95,1.0,0.9,0.8,0.9,0.9,0.85,0.95,0.95,0.85,0.85,0.95,0.95,0.95,0.85,0.95,0.85,0.95,1.0,0.9,0.85,0.9,0.9,0.9,0.9,0.9
CBF,0.9988888888888888,0.9988888888888888,0.9566666666666668,1.0,1.0,0.9766666666666668,0.9977777777777778,1.0,0.9977777777777778,0.9988888888888888,0.9877777777777778,0.9988888888888888,0.9966666666666668,1.0,0.9977777777777778,1.0,0.9944444444444444,0.9866666666666668,0.9877777777777778,0.9911111111111112,0.9644444444444444,1.0,0.9988888888888888,0.9988888888888888,1.0,1.0,0.9988888888888888,0.9988888888888888,0.9933333333333332,1.0
Car,0.9,0.8833333333333333,0.9,0.9,0.8833333333333333,0.9,0.8666666666666667,0.9333333333333332,0.8833333333333333,0.8833333333333333,0.9,0.9,0.95,0.9333333333333332,0.8833333333333333,0.8666666666666667,0.9333333333333332,0.8833333333333333,0.8833333333333333,0.9333333333333332,0.85,0.9166666666666666,0.9666666666666668,0.9166666666666666,0.9333333333333332,0.9,0.9,0.9,0.8833333333333333,0.8833333333333333
Chinatown,0.9825072886297376,0.9620991253644317,0.979591836734694,0.9650145772594751,0.9620991253644317,0.9562682215743442,0.9650145772594751,0.9533527696793004,0.97667638483965,0.9620991253644317,0.9737609329446064,0.9650145772594751,0.9737609329446064,0.9708454810495628,0.9650145772594751,0.9562682215743442,0.9650145772594751,0.9620991253644317,0.9737609329446064,0.9562682215743442,0.9620991253644317,0.9737609329446064,0.9650145772594751,0.9300291545189504,0.9620991253644317,0.9650145772594751,0.9708454810495628,0.9562682215743442,0.9737609329446064,0.9620991253644317
ChlorineConcentration,0.7455729166666667,0.75859375,0.73671875,0.7265625,0.7505208333333333,0.7518229166666667,0.7317708333333334,0.7484375,0.73828125,0.70703125,0.7567708333333333,0.73125,0.75546875,0.7361979166666667,0.7432291666666667,0.73125,0.7552083333333334,0.7434895833333334,0.72734375,0.73203125,0.7247395833333333,0.7408854166666666,0.7260416666666667,0.7416666666666667,0.7606770833333333,0.7455729166666667,0.7145833333333333,0.7286458333333333,0.7380208333333333,0.7143229166666667
CinCECGTorso,0.9239130434782608,0.8876811594202898,0.917391304347826,0.9789855072463768,0.9376811594202898,0.9115942028985508,0.8579710144927536,0.9427536231884058,0.9413043478260871,0.9282608695652174,0.8934782608695652,0.95,0.922463768115942,0.9420289855072465,0.9057971014492754,0.9340579710144928,0.915217391304348,0.9289855072463769,0.922463768115942,0.95,0.9507246376811594,0.9094202898550724,0.8797101449275362,0.9579710144927536,0.8963768115942029,0.9311594202898552,0.9485507246376812,0.9507246376811594,0.932608695652174,0.9036231884057973
Coffee,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Computers,0.716,0.804,0.784,0.812,0.804,0.792,0.7879999999999999,0.8,0.792,0.852,0.816,0.804,0.816,0.8079999999999999,0.8440000000000001,0.7759999999999999,0.784,0.8,0.816,0.8240000000000001,0.804,0.82,0.816,0.8,0.816,0.816,0.772,0.8320000000000001,0.836,0.7959999999999999
CricketX,0.8153846153846154,0.8307692307692308,0.8076923076923077,0.8128205128205128,0.8076923076923077,0.8205128205128205,0.8128205128205128,0.8410256410256409,0.8205128205128205,0.8333333333333334,0.8128205128205128,0.8410256410256409,0.8487179487179487,0.823076923076923,0.8256410256410256,0.8487179487179487,0.8512820512820513,0.823076923076923,0.7948717948717948,0.8512820512820513,0.8,0.8282051282051283,0.8179487179487179,0.8410256410256409,0.8256410256410256,0.8282051282051283,0.8307692307692308,0.8102564102564103,0.8282051282051283,0.823076923076923
CricketY,0.8589743589743589,0.8538461538461538,0.8410256410256409,0.8461538461538461,0.8435897435897436,0.8461538461538461,0.8461538461538461,0.8538461538461538,0.8641025641025641,0.8615384615384616,0.8564102564102564,0.8692307692307693,0.8461538461538461,0.8487179487179487,0.8717948717948718,0.8153846153846154,0.8564102564102564,0.8692307692307693,0.8282051282051283,0.8333333333333334,0.8692307692307693,0.8333333333333334,0.8666666666666667,0.8564102564102564,0.8487179487179487,0.8512820512820513,0.8435897435897436,0.8333333333333334,0.8512820512820513,0.8564102564102564
