,folds:,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
12,Chinatown,0.97667638483965,0.9591836734693876,0.97667638483965,0.9708454810495628,0.9650145772594751,0.9620991253644317,0.9650145772594751,0.9708454810495628,0.97667638483965,0.9650145772594751,0.9708454810495628,0.9650145772594751,0.9737609329446064,0.9737609329446064,0.9650145772594751,0.9504373177842566,0.9620991253644317,0.967930029154519,0.9708454810495628,0.9650145772594751,0.9591836734693876,0.9620991253644317,0.9650145772594751,0.9591836734693876,0.9650145772594751,0.9708454810495628,0.979591836734694,0.9620991253644317,0.9708454810495628,0.9620991253644317
13,ChlorineConcentration,0.7848958333333333,0.8080729166666667,0.7942708333333334,0.7942708333333334,0.7984375,0.784375,0.79453125,0.7947916666666667,0.7791666666666667,0.7533854166666667,0.7859375,0.76484375,0.8078125,0.78046875,0.7953125,0.76875,0.7880208333333333,0.7875,0.77734375,0.7809895833333333,0.77421875,0.7723958333333333,0.7861979166666667,0.7861979166666667,0.8140625,0.7674479166666667,0.74140625,0.7791666666666667,0.7674479166666667,0.7658854166666667
14,CinCECGTorso,0.9485507246376812,0.9536231884057972,0.9637681159420288,0.9884057971014492,0.9521739130434784,0.9492753623188406,0.8898550724637682,0.9717391304347828,0.967391304347826,0.960144927536232,0.9347826086956522,0.9782608695652174,0.939855072463768,0.9572463768115942,0.9608695652173912,0.9528985507246376,0.9217391304347826,0.9855072463768116,0.9260869565217392,0.9760869565217392,0.972463768115942,0.9434782608695652,0.8876811594202898,0.9753623188405796,0.9007246376811594,0.967391304347826,0.9442028985507246,0.9630434782608696,0.8789855072463768,0.9007246376811594
15,Coffee,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
16,Computers,0.784,0.832,0.84,0.844,0.824,0.884,0.848,0.808,0.844,0.856,0.852,0.852,0.856,0.872,0.888,0.82,0.84,0.892,0.84,0.88,0.86,0.812,0.88,0.88,0.824,0.872,0.84,0.872,0.872,0.844
17,CricketX,0.7948717948717948,0.8384615384615385,0.8179487179487179,0.7948717948717948,0.8102564102564103,0.8076923076923077,0.8128205128205128,0.841025641025641,0.8333333333333334,0.8128205128205128,0.8205128205128205,0.8435897435897436,0.8564102564102564,0.8358974358974359,0.8179487179487179,0.8435897435897436,0.8153846153846154,0.8307692307692308,0.7717948717948718,0.8487179487179487,0.7871794871794872,0.8153846153846154,0.8128205128205128,0.841025641025641,0.8205128205128205,0.8282051282051283,0.823076923076923,0.8179487179487179,0.8435897435897436,0.8256410256410256
18,CricketY,0.841025641025641,0.8538461538461538,0.8256410256410256,0.8205128205128205,0.823076923076923,0.8358974358974359,0.8461538461538461,0.8358974358974359,0.8487179487179487,0.8641025641025641,0.8358974358974359,0.8666666666666667,0.8205128205128205,0.8512820512820513,0.8589743589743589,0.7948717948717948,0.8641025641025641,0.8384615384615385,0.8435897435897436,0.8256410256410256,0.8538461538461538,0.8358974358974359,0.8641025641025641,0.8282051282051283,0.8256410256410256,0.841025641025641,0.8487179487179487,0.8358974358974359,0.8589743589743589,0.8538461538461538
19,CricketZ,0.8307692307692308,0.8256410256410256,0.8435897435897436,0.841025641025641,0.8641025641025641,0.841025641025641,0.8512820512820513,0.8615384615384616,0.8564102564102564,0.8102564102564103,0.8435897435897436,0.8358974358974359,0.8179487179487179,0.8461538461538461,0.8384615384615385,0.8153846153846154,0.841025641025641,0.8564102564102564,0.8384615384615385,0.8641025641025641,0.8487179487179487,0.8358974358974359,0.8538461538461538,0.8282051282051283,0.8358974358974359,0.841025641025641,0.8358974358974359,0.8102564102564103,0.8,0.8564102564102564
20,Crop,0.7788690476190476,0.77625,0.7776785714285714,0.7779166666666667,0.7816666666666666,0.7774404761904762,0.7822023809523809,0.7794642857142857,0.7763095238095238,0.777797619047619,0.778452380952381,0.7820238095238096,0.7813095238095238,0.78125,0.776547619047619,0.7803571428571429,0.7800595238095238,0.7789285714285714,0.7804761904761904,0.7820833333333334,0.777797619047619,0.7776190476190477,0.7810714285714285,0.7795833333333333,0.7789880952380952,0.7828571428571428,0.7833333333333333,0.7754761904761904,0.7758928571428572,0.7817261904761905
21,DiatomSizeReduction,0.9640522875816994,0.9803921568627452,0.9019607843137256,0.8856209150326797,0.9803921568627452,0.9803921568627452,0.9673202614379084,0.9705882352941176,0.9836601307189542,0.9705882352941176,0.8954248366013072,0.9509803921568628,0.977124183006536,0.915032679738562,0.9607843137254902,0.8921568627450981,0.9444444444444444,0.9705882352941176,0.977124183006536,0.8986928104575164,0.9705882352941176,0.9411764705882352,0.954248366013072,0.9705882352941176,0.8954248366013072,0.9836601307189542,0.9509803921568628,0.9803921568627452,0.9738562091503268,0.9803921568627452
22,DistalPhalanxOutlineAgeGroup,0.7769784172661871,0.841726618705036,0.8129496402877698,0.8848920863309353,0.762589928057554,0.762589928057554,0.8345323741007195,0.8273381294964028,0.7482014388489209,0.7841726618705036,0.7985611510791367,0.8129496402877698,0.8489208633093526,0.7697841726618705,0.8561151079136691,0.8273381294964028,0.7841726618705036,0.8345323741007195,0.8129496402877698,0.7769784172661871,0.7697841726618705,0.8201438848920863,0.7841726618705036,0.8345323741007195,0.8345323741007195,0.8345323741007195,0.8057553956834532,0.8705035971223022,0.8561151079136691,0.8129496402877698
23,DistalPhalanxOutlineCorrect,0.7898550724637681,0.8260869565217391,0.8659420289855072,0.822463768115942,0.8369565217391305,0.8804347826086957,0.8514492753623188,0.8152173913043478,0.8260869565217391,0.8659420289855072,0.855072463768116,0.8623188405797102,0.8659420289855072,0.8731884057971014,0.855072463768116,0.8623188405797102,0.8695652173913043,0.8079710144927537,0.855072463768116,0.8369565217391305,0.8405797101449275,0.8442028985507246,0.8079710144927537,0.855072463768116,0.8586956521739131,0.8442028985507246,0.8079710144927537,0.8260869565217391,0.8188405797101449,0.8369565217391305
24,DistalPhalanxTW,0.7050359712230215,0.7050359712230215,0.7194244604316546,0.7050359712230215,0.7338129496402878,0.6834532374100719,0.7122302158273381,0.7338129496402878,0.7194244604316546,0.6906474820143885,0.6906474820143885,0.7122302158273381,0.6258992805755396,0.6762589928057554,0.7050359712230215,0.7122302158273381,0.7194244604316546,0.6906474820143885,0.7338129496402878,0.697841726618705,0.7266187050359713,0.697841726618705,0.6834532374100719,0.7266187050359713,0.7122302158273381,0.6906474820143885,0.697841726618705,0.6834532374100719,0.6618705035971223,0.7194244604316546
25,DodgerLoopDay,0.5875,0.5875,0.5875,0.5875,0.6,0.575,0.6,0.5875,0.5875,0.575,0.575,0.5875,0.6,0.575,0.5625,0.5875,0.6,0.6,0.5875,0.575,0.575,0.6,0.6,0.6,0.575,0.575,0.5875,0.575,0.5875,0.5875
26,DodgerLoopGame,0.8115942028985508,0.8188405797101449,0.8115942028985508,0.8260869565217391,0.8260869565217391,0.8188405797101449,0.8115942028985508,0.8188405797101449,0.8115942028985508,0.8115942028985508,0.8188405797101449,0.8115942028985508,0.8115942028985508,0.8188405797101449,0.8115942028985508,0.8115942028985508,0.8260869565217391,0.8188405797101449,0.8115942028985508,0.8188405797101449,0.8115942028985508,0.8115942028985508,0.8188405797101449,0.8188405797101449,0.8115942028985508,0.8115942028985508,0.8188405797101449,0.8188405797101449,0.8188405797101449,0.8115942028985508
27,DodgerLoopWeekend,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174,0.9782608695652174
28,ECG200,0.92,0.88,0.89,0.9,0.91,0.92,0.87,0.91,0.94,0.89,0.88,0.9,0.9,0.86,0.87,0.88,0.86,0.92,0.92,0.85,0.85,0.87,0.86,0.93,0.89,0.9,0.88,0.92,0.87,0.91
29,ECG5000,0.9453333333333334,0.9462222222222222,0.9448888888888888,0.9488888888888888,0.9457777777777778,0.9482222222222222,0.9431111111111112,0.9426666666666668,0.9495555555555556,0.9457777777777778,0.9468888888888888,0.9433333333333334,0.9508888888888888,0.9471111111111112,0.9488888888888888,0.9482222222222222,0.9477777777777778,0.9462222222222222,0.946,0.9471111111111112,0.9511111111111112,0.9475555555555556,0.9473333333333334,0.9471111111111112,0.9477777777777778,0.9491111111111112,0.9448888888888888,0.9433333333333334,0.9475555555555556,0.9462222222222222
30,ECGFiveDays,1.0,1.0,1.0,0.989547038327526,0.9907084785133564,0.9965156794425089,0.9872241579558652,0.9988385598141696,1.0,0.9988385598141696,0.9976771196283392,0.9988385598141696,0.983739837398374,0.9883855981416956,0.9976771196283392,1.0,1.0,1.0,0.991869918699187,0.9802555168408827,0.9988385598141696,0.994192799070848,0.9883855981416956,0.9953542392566784,1.0,0.9930313588850174,0.9976771196283392,0.9965156794425089,0.9849012775842044,0.9976771196283392
31,EOGHorizontalSignal,0.6464088397790055,0.8756906077348067,0.8370165745856354,0.8756906077348067,0.8729281767955801,0.8591160220994475,0.8729281767955801,0.8839779005524862,0.9005524861878453,0.9088397790055248,0.861878453038674,0.8895027624309392,0.8839779005524862,0.8674033149171271,0.8729281767955801,0.8812154696132597,0.8756906077348067,0.8756906077348067,0.8535911602209945,0.8646408839779005,0.8784530386740331,0.8867403314917127,0.8591160220994475,0.8867403314917127,0.8839779005524862,0.8867403314917127,0.861878453038674,0.8867403314917127,0.8535911602209945,0.8867403314917127
32,EOGVerticalSignal,0.5386740331491713,0.8093922651933702,0.8232044198895028,0.8149171270718232,0.8287292817679558,0.8204419889502762,0.8259668508287292,0.8011049723756906,0.8287292817679558,0.787292817679558,0.8287292817679558,0.8342541436464088,0.8259668508287292,0.8480662983425414,0.8259668508287292,0.8232044198895028,0.8093922651933702,0.8342541436464088,0.8314917127071824,0.8232044198895028,0.7983425414364641,0.850828729281768,0.8397790055248618,0.8038674033149171,0.8591160220994475,0.8149171270718232,0.8232044198895028,0.8287292817679558,0.8232044198895028,0.8370165745856354
33,Earthquakes,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7553956834532374,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7482014388489209,0.7553956834532374
34,ElectricDevices,0.737388146803268,0.902736350667877,0.9046816236545197,0.899494229023473,0.8958630527817404,0.8987161198288159,0.905070678251848,0.897159901439502,0.8952146284528596,0.9023472960705484,0.9055894177149528,0.8976786409026066,0.9029957203994294,0.9037738295940864,0.9046816236545197,0.9037738295940864,0.9039035144598624,0.9061081571780574,0.901050447412787,0.9015691868758916,0.8993645441576968,0.8993645441576968,0.9023472960705484,0.9029957203994294,0.9001426533523538,0.8991051744261445,0.9011801322785632,0.9048113085202956,0.9084424847620284,0.9000129684865776
35,EthanolLevel,0.636,0.724,0.75,0.718,0.738,0.724,0.732,0.71,0.724,0.71,0.712,0.73,0.686,0.74,0.746,0.712,0.75,0.712,0.72,0.714,0.718,0.73,0.772,0.756,0.718,0.754,0.686,0.74,0.738,0.718
36,FaceAll,0.8,0.9899408284023667,0.9928994082840236,0.9923076923076924,0.9923076923076924,0.9881656804733728,0.98698224852071,0.985207100591716,0.9899408284023667,0.9881656804733728,0.9923076923076924,0.9905325443786982,0.9887573964497042,0.9923076923076924,0.9905325443786982,0.9899408284023667,0.9881656804733728,0.9899408284023667,0.9905325443786982,0.9893491124260356,0.9899408284023667,0.9893491124260356,0.9899408284023667,0.9863905325443788,0.9928994082840236,0.9911242603550297,0.9893491124260356,0.9923076923076924,0.9875739644970414,0.9887573964497042
37,FaceFour,0.9318181818181818,0.9659090909090908,0.7386363636363636,0.8295454545454546,0.9318181818181818,0.8863636363636364,0.8863636363636364,0.8977272727272727,0.9090909090909092,0.8863636363636364,0.9431818181818182,0.9772727272727272,0.9204545454545454,0.8295454545454546,0.9431818181818182,0.9318181818181818,0.8863636363636364,0.8863636363636364,0.8181818181818182,0.9659090909090908,0.8636363636363636,0.9090909090909092,0.875,0.9318181818181818,0.9204545454545454,0.9545454545454546,0.9090909090909092,0.875,0.8863636363636364,0.8636363636363636
38,FacesUCR,0.96,0.9673170731707316,0.9746341463414634,0.9726829268292684,0.9653658536585366,0.9726829268292684,0.9809756097560977,0.968780487804878,0.9741463414634146,0.9673170731707316,0.9804878048780488,0.968780487804878,0.9673170731707316,0.9639024390243902,0.9648780487804878,0.9726829268292684,0.9648780487804878,0.9595121951219512,0.9790243902439024,0.9780487804878047,0.9746341463414634,0.9678048780487803,0.9682926829268292,0.9780487804878047,0.9697560975609756,0.9619512195121952,0.9717073170731708,0.9751219512195122,0.9760975609756096,0.9604878048780487
39,FiftyWords,0.8681318681318682,0.832967032967033,0.8351648351648352,0.8241758241758241,0.8527472527472527,0.8285714285714286,0.8241758241758241,0.8527472527472527,0.8549450549450549,0.832967032967033,0.8571428571428571,0.8527472527472527,0.8285714285714286,0.8527472527472527,0.8241758241758241,0.8351648351648352,0.8307692307692308,0.8285714285714286,0.843956043956044,0.8461538461538461,0.8549450549450549,0.8373626373626374,0.8263736263736263,0.8527472527472527,0.8417582417582418,0.8483516483516483,0.8527472527472527,0.8593406593406593,0.8307692307692308,0.8483516483516483
40,Fish,0.9828571428571428,0.9885714285714284,1.0,0.9828571428571428,0.9885714285714284,0.9828571428571428,0.9942857142857144,0.9771428571428572,0.9771428571428572,0.9942857142857144,0.9657142857142856,0.9657142857142856,0.9714285714285714,0.9942857142857144,1.0,0.9828571428571428,0.9771428571428572,0.9771428571428572,0.9828571428571428,0.9771428571428572,0.9828571428571428,0.9828571428571428,0.9828571428571428,0.9771428571428572,0.9771428571428572,0.9828571428571428,0.9942857142857144,0.9942857142857144,0.9942857142857144,0.9771428571428572
41,FordA,0.9537878787878789,0.9446969696969696,0.9613636363636364,0.9568181818181818,0.9507575757575758,0.9606060606060606,0.9492424242424242,0.9575757575757576,0.9553030303030304,0.9598484848484848,0.9598484848484848,0.9598484848484848,0.9621212121212122,0.95,0.9590909090909092,0.9583333333333334,0.946969696969697,0.9590909090909092,0.956060606060606,0.962878787878788,0.9590909090909092,0.9674242424242424,0.9553030303030304,0.9636363636363636,0.9621212121212122,0.9636363636363636,0.9621212121212122,0.9621212121212122,0.9553030303030304,0.9659090909090908
42,FordB,0.8333333333333334,0.9296296296296296,0.9481481481481482,0.9382716049382716,0.9320987654320988,0.9320987654320988,0.9407407407407408,0.9481481481481482,0.928395061728395,0.9395061728395062,0.9407407407407408,0.9481481481481482,0.928395061728395,0.928395061728395,0.9320987654320988,0.9382716049382716,0.9358024691358025,0.937037037037037,0.9382716049382716,0.9395061728395062,0.9320987654320988,0.9358024691358025,0.9320987654320988,0.9419753086419752,0.9407407407407408,0.934567901234568,0.945679012345679,0.937037037037037,0.9493827160493828,0.9209876543209876
43,FreezerRegularTrain,0.9996491228070176,0.9933333333333332,0.99859649122807,0.9989473684210526,0.9982456140350876,0.9894736842105264,0.9989473684210526,0.9992982456140352,0.9978947368421052,0.9982456140350876,0.99859649122807,0.9989473684210526,0.99859649122807,0.9971929824561404,0.9989473684210526,0.9996491228070176,0.9996491228070176,0.996842105263158,0.9989473684210526,0.9978947368421052,0.99859649122807,0.99859649122807,0.9978947368421052,0.9940350877192984,0.9992982456140352,0.996842105263158,0.9971929824561404,0.99859649122807,0.9996491228070176,0.9992982456140352
44,FreezerSmallTrain,0.9933333333333332,0.9964912280701754,0.992280701754386,0.984561403508772,0.9964912280701754,0.9975438596491228,0.995438596491228,0.9950877192982456,0.9943859649122808,0.996140350877193,0.996140350877193,0.9852631578947368,0.9926315789473684,0.9603508771929824,0.9978947368421052,0.9957894736842106,0.9796491228070175,0.9971929824561404,0.995438596491228,0.9891228070175438,0.9870175438596492,0.995438596491228,0.996842105263158,0.9978947368421052,0.9936842105263158,0.9919298245614036,0.9957894736842106,0.9792982456140352,0.992280701754386,0.9803508771929824
45,Fungi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
46,GestureMidAirD1,0.7538461538461538,0.7692307692307693,0.7846153846153846,0.7615384615384615,0.7615384615384615,0.7615384615384615,0.7538461538461538,0.7615384615384615,0.7692307692307693,0.7538461538461538,0.7538461538461538,0.7538461538461538,0.7692307692307693,0.7692307692307693,0.7615384615384615,0.7769230769230769,0.7692307692307693,0.7769230769230769,0.7615384615384615,0.7769230769230769,0.7538461538461538,0.7538461538461538,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7692307692307693,0.7538461538461538,0.7538461538461538,0.7846153846153846,0.7615384615384615
47,GestureMidAirD2,0.676923076923077,0.7076923076923077,0.6846153846153846,0.676923076923077,0.7,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.676923076923077,0.7076923076923077,0.6923076923076923,0.676923076923077,0.6846153846153846,0.7,0.6846153846153846,0.6846153846153846,0.676923076923077,0.6846153846153846,0.6923076923076923,0.6846153846153846,0.6923076923076923,0.6846153846153846,0.6923076923076923,0.6846153846153846,0.7,0.676923076923077,0.7,0.6846153846153846,0.7,0.6923076923076923
48,GestureMidAirD3,0.4923076923076923,0.4846153846153846,0.4923076923076923,0.4923076923076923,0.5076923076923077,0.4923076923076923,0.4923076923076923,0.4923076923076923,0.5,0.4769230769230769,0.4846153846153846,0.5076923076923077,0.5,0.4923076923076923,0.4692307692307692,0.4923076923076923,0.5,0.4923076923076923,0.4846153846153846,0.4923076923076923,0.4846153846153846,0.5,0.4846153846153846,0.4769230769230769,0.4923076923076923,0.4923076923076923,0.4923076923076923,0.5076923076923077,0.4923076923076923,0.5
49,GesturePebbleZ1,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908,0.9186046511627908
50,GesturePebbleZ2,0.8670886075949367,0.8670886075949367,0.8607594936708861,0.8734177215189873,0.8670886075949367,0.8607594936708861,0.8607594936708861,0.8607594936708861,0.8670886075949367,0.8544303797468354,0.8607594936708861,0.8607594936708861,0.8544303797468354,0.8544303797468354,0.8544303797468354,0.8607594936708861,0.8607594936708861,0.8544303797468354,0.8670886075949367,0.8670886075949367,0.8607594936708861,0.8544303797468354,0.8544303797468354,0.8670886075949367,0.8544303797468354,0.8544303797468354,0.8670886075949367,0.8734177215189873,0.8670886075949367,0.8607594936708861
51,GunPoint,1.0,1.0,1.0,1.0,1.0,0.9933333333333332,0.9933333333333332,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9933333333333332,1.0,1.0,0.9733333333333334,1.0,1.0,1.0,0.9933333333333332,1.0,0.9933333333333332,1.0,1.0,0.9933333333333332,0.9933333333333332
52,GunPointAgeSpan,1.0,0.9936708860759492,1.0,0.9968354430379748,1.0,0.9873417721518988,0.9841772151898734,1.0,0.9968354430379748,1.0,1.0,0.9936708860759492,0.9968354430379748,1.0,0.9936708860759492,1.0,0.9936708860759492,1.0,1.0,0.9841772151898734,1.0,0.9968354430379748,1.0,0.9936708860759492,1.0,1.0,1.0,0.9968354430379748,1.0,0.9746835443037974
53,GunPointMaleVersusFemale,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
54,GunPointOldVersusYoung,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
55,Ham,0.7428571428571429,0.8380952380952381,0.8571428571428571,0.8285714285714286,0.8,0.8952380952380953,0.819047619047619,0.8476190476190476,0.8476190476190476,0.8857142857142857,0.8666666666666667,0.8285714285714286,0.8857142857142857,0.8857142857142857,0.8476190476190476,0.8285714285714286,0.8285714285714286,0.8666666666666667,0.8380952380952381,0.8380952380952381,0.8476190476190476,0.8285714285714286,0.8380952380952381,0.8571428571428571,0.8857142857142857,0.8857142857142857,0.8380952380952381,0.8476190476190476,0.8476190476190476,0.7619047619047619
56,HandOutlines,0.9513513513513514,0.9486486486486486,0.9486486486486486,0.945945945945946,0.945945945945946,0.9513513513513514,0.954054054054054,0.9513513513513514,0.9513513513513514,0.9513513513513514,0.9513513513513514,0.9486486486486486,0.9486486486486486,0.945945945945946,0.9513513513513514,0.9513513513513514,0.9486486486486486,0.9513513513513514,0.9513513513513514,0.9513513513513514,0.9486486486486486,0.9513513513513514,0.9486486486486486,0.9513513513513514,0.9513513513513514,0.9513513513513514,0.9513513513513514,0.9513513513513514,0.9513513513513514,0.9513513513513514
57,Haptics,0.5681818181818182,0.5714285714285714,0.5714285714285714,0.551948051948052,0.5454545454545454,0.5714285714285714,0.5064935064935064,0.5,0.5487012987012987,0.538961038961039,0.5324675324675324,0.5422077922077922,0.5454545454545454,0.5194805194805194,0.5909090909090909,0.6168831168831169,0.551948051948052,0.538961038961039,0.5064935064935064,0.5909090909090909,0.5616883116883117,0.5292207792207793,0.5292207792207793,0.5422077922077922,0.577922077922078,0.5746753246753247,0.5487012987012987,0.5746753246753247,0.538961038961039,0.5194805194805194
